index,comments,Label,LabelConfidence
17251092,Eggs were scrambled orders over easy. Yesterday hash browns were burned on both sides. Still batting 90%,Bad quality or taste,1
17256155,missing spinach,Wrong or missing order,1
17257507,Pizza sauce is too spicy for me. I'm a wimp!!,Bad quality or taste,1
17252226,Food was unreal,Bad quality or taste,1
17250011,Butter melted a d only one,"Portion too small,Bad quality or taste","1,1"
17255237,Kitchen team needs to remove the shrimp shells …removing the shells with all of the sauce on it made a complete mess requiring a trip to the bathroom to clean up before eating,Bad quality or taste,1
17248897,"Almost no vegetables in a vegetarian dish, and the server gave me attitude when I pointed this out to him","Bad service,Bad quality or taste","1,1"
17257677,"Portion too small, asked to not serve rice but got ignored for the 2nd time.","Bad service,Portion too small","1,1"
17251814,Excellent! A new item! The biscuits and gravy were delicious,"Global positive feedbacks,Good taste","1,1"
17256000,Lovely staff and 1st class service,Good services,1
17254187,I like that you’re using plates now,Good services,1
17257306,Order was on time pizza was ok,"Good taste,Arrived on time","1,1"
17254912,I wasn’t given the right food,Wrong or missing order,1
17251033,disgusting,Bad quality or taste,1
17257076,Not a very good stock of cups in all sizes,Bad service,1
17254171,I head system was down so I couldn’t get to eat what I wanted but customer service who was talking to me was very polite. Look forward to order again in the future.,"Product not available,Good services","1,1"
17252106,Food quality is good but still quantity is too small.,"Good food quality,Portion too small","1,1"
17250961,Did not add bbq seasoning as I requested,Wrong or missing order,1
17256004,"Lovely staff, always polite and happy.",Good services,1
17256805,"My pizza was put in the wrong box, Me and Oliver Shaw had each others pizzas so we just swapped",Wrong or missing order,1
17251256,"Excellent meal, it was my first and the stadd were very helpful and friendly. One negative, I don’t think the packaging is recyclable","Good services,Good taste,Packaging not sustainable","1,1,1"
17250970,Did not have the baked BBQ chips I initially ordered,Wrong or missing order,1
17249889,Bit small,Portion too small,1
17253898,Hash browns undercooked again,Bad quality or taste,1
17249171,At,Other,1
17255912,Love the service and the new ms range!!,"Good services,Good taste","1,1"
17251971,First time I was able to use this great venue today and it was excellent!,Global positive feedbacks,1
17252977,Grab and go is the best!,Global positive feedbacks,1
17249960,Brilliant service from Sharon!,Good services,1
17248787,A little pricey,Too expensive,1
17257687,Portion was unfortunately so small!,Portion too small,1
17257477,Personal intro and help from manager...great service,Good services,1
17253052,Great dish! I hope to see this again as an option in the future.,Good taste,1
17254879,I want my order as soon as possible not 10'after I order. Not the fault of the people working at the cafe 30 but the app which forces the customers to choose a waiting time of 10'. I am giving up the app and I am ordering at the till which it is faster.,"Waited too long,App to improve","1,1"
17252920,"Good quality fish, about 10 chips in total, scandalous","Good food quality,Portion too small","1,1"
17249008,Amazing gluten free lemon meringue cake,Good taste,1
17253864,"Had to throw it""",Bad quality or taste,1
17254972,Image showed 3 fish wraps but I was served 2,Misleading images,1
17250925,Delicious 👍,Good taste,1
17255813,Light on the oatmeal toppings,Good taste,1
17257754,Quesadilla was made with a spinach tortilla instead of requested flour tortilla.,Wrong or missing order,1
17255089,It was nummy,Bad quality or taste,1
17257618,"Plz add fork, pepper and salt to the bag.",Bad service,1
17253246,"Great service, slasd is very good",Good services,1
17251131,Everything always looks really untidy and I frequently see the workers at the coffee bars ignoring the mess and playing on their phones. Its just unappealing.,"Bad service,Global negative feedbacks","1,1"
17250818,Coupon code didn’t work for free lunch when ordering from my desk. Communication did not indicate it was only active when ordering from app on phone.,App to improve,1
17248909,Always a great way to start the day!!,Global positive feedbacks,1
17249993,Burger was dry,Bad quality or taste,1
17249128,Appreciate the friendliness from the staff especially Marques,Good services,1
17257566,Please go back to the brioche bun for bacon butties .. the ciabatta is all chewy are hard once re-heated whereas the brioche could cope with it.. have you actually tried a reheated buttie once it’s been in a silver package for 5 mins ?,Bad quality or taste,1
17256076,Meal portion is kind of small.,Portion too small,1
17251204,Excellent service and good quality packaging and food,"Good services,Good food quality","1,1"
17255217,Keep up the good work.,Global positive feedbacks,1
17255204,Just the right amount of chicken,Good food quality,1
17251852,Fab service on the cart as always,Good services,1
17250109,"Chicken adobo is good, but the hot and sour soup was less than desirable.","Bad quality or taste,Good taste","1,1"
17248812,Absolutely delicious,Good taste,1
17252115,"Food sucked, way undercooked.",Bad quality or taste,1
17253181,Great salad!!,Good taste,1
17251049,Don't like how we have to go online and order...,App to improve,1
17248874,All staff was helpful going thru the process for the first time!,Good services,1
17252908,Good food. Timely,"Good taste,Arrived on time","1,1"
17249272,Bad internet connection?,Other,1
17254101,"I felt dizzy, chill, vomit, and neck pain 3 hours after lunch.",Bad quality or taste,1
17256822,"My steamed green beans appeared to have butter on them, despite not being listed as an ingredient. I don't eat dairy, so I had to throw them away. I'd prefer my steamed vegetables to just be steamed with no other ingredients. Thanks.",App to improve,1
17255264,Lasagna was delicious!,Good taste,1
17250042,Came in plastic and wasn’t sure if I could microwave it. Did I need to bring my own plate? App said order would take 2hrs. Wanted to cancel but had paid and wasn’t sure if it could be,"App to improve,Waited too long","1,1"
17257134,Not received,Wrong or missing order,1
17254068,I didn’t have any toast with my breakfast :(,Wrong or missing order,1
17249907,Both Mojo Chicken salads did not have any dressing on them… just water from the lettuce leaves. We didn’t have time to come all the way back to get the dressing. Very disappointed.,Wrong or missing order,1
17251244,Excellent food and the staff was wonderful.,"Good taste,Good services","1,1"
17254288,I ordered veggie but received the chicken dish.,Wrong or missing order,1
17252014,Five star thanks,Global positive feedbacks,1
17257456,Perfect service,Good services,1
17249984,Burger and fries need to step it up a notch if paying $11. But still impressed with everything! :),"Too expensive,Global positive feedbacks","1,1"
17253945,Hi software has been very slow recently.,App to improve,1
17255147,"It’s really hard to eat the curry when it is in two tubs...there’s no plates so would have to bring my own, I have had it before in one and it is so much better",Inappropriate packaging,1
17252905,Good food.,Good food quality,1
17257130,Not ready at 08:03. Had to wait until meetings had finished at 09:30 before I could collect despite ordering at 06:25,Waited too long,1
17255065,It was full of peppers!!! I think there was more pieces of pepper than butternut,Bad quality or taste,1
17254193,I love it,Global positive feedbacks,1
17252248,"For the black bean Spicy burger, there not any sauces Almost not spices. Please for the next time order is there a way to add instructions for added spices . Rest is fine","Not enough options,Bad quality or taste","1,1"
17256085,Meatloaf was delicious,Good taste,1
17256949,No beans with jacket potato.,Wrong or missing order,1
17251790,Excellent service would reccomend,Good services,1
17248971,Always the best. Thanks!,Global positive feedbacks,1
17251065,Easy peasy,Good services,1
17250802,"Could still use a bit more than in the panini, but definitely better than previous portions",Portion too small,1
17255027,It has looked better previous time,Bad quality or taste,1
17256991,"No good without any sauce unfortunately""",Wrong or missing order,1
17250907,Delicious meal. Hope its available again soon,Good taste,1
17250842,Customer Service,Good services,1
17254084,I don’t think I got what I ordered but it was really good so I didn’t complain about it,"Good taste,Wrong or missing order","1,1"
17256169,Monica is the best,Good services,1
